country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy,continent,fossil_consumption,fossil_share,renewable_share,nuclear_share,biofuel_share,hydro_share,solar_share,wind_share,renewables_per_capita,fossil_per_capita
Sudan,2022,SDN,46874200.0,40418973696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.335,-1.224,757.094,35.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Africa,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,2022,SWE,10549349.0,40418973696.0,13.145,2.404,1961.763,20.695,1200.074,12.66,7.374,3.274,45.084,6.153,1.178,1925.709,20.315,0.948,0.01,0.0,0.0,0.0,0.0,0.006,3.213,138.46,171.68,27.156,0.351,2.211,5.992682581645559e-05,0.0,-1.632,-2.758,290.065,3.06,15754.809,166.203,1.782,26.29,-30.881,-3.288,7.36,27.49,0.29,697.639,0.0,0.0,0.0,0.0,0.169,1.164,7.74,-5.468,-11.225,181.871,6555.855,69.16,17240.004,40.284,28.768,2.054,4.969,465.986,15983.925,168.62,44171.992,98.218,73.71,-33.22,-23.992,-2.684,-4.042,128.951,4855.276,51.22,12223.56,29.835,20.397,-0.465,-0.647,138.528,261.628,2.76,13131.461,0.0,0.0,0.0,0.0,1.608,21.913,42.56,12.66,0.0,1.916,0.8,1200.074,0.0,4034.416,7.374,0.0,6.732,16273.989,632.189,3.93,9.011,337.035,11128.649,117.4,31948.436,68.383,53.312,74.623,2.918,6.861,221.815,2.34,650.358,1.363,1.085,20.336,14.114,85.048,3150.906,33.24,8061.895,19.362,13.453,Europe,166.203,0.26290080972620533,0.5331237968392364,0.2039753934345583,0.0327354636034477,0.2876845373772717,0.0108527671313483,0.1345293891541928,3.194841691179238e-05,1.575481103146744e-05
Switzerland,2022,CHE,8740471.0,40418973696.0,-0.62,-0.011,207.908,1.817,12.585,0.11,0.177,0.623,45.622,0.0,0.0,117.588,1.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353,65.19,62.25,21.355,-2.413,-7.208,3.3350719886834474e-05,0.0,-2.277,-3.198,258.567,2.26,15704.048,137.261,3.631,47.088,-17.751,-6.398,29.644,0.0,0.0,3391.58,0.0,0.0,0.0,0.0,0.0,10.169,2.84,-19.154,-18.61,77.08,3902.536,34.11,8818.778,54.795,26.443,-1.972,-4.01,154.241,6863.475,59.99,17646.705,96.369,52.912,2.94,4.51,24.733,11.296,57.824,2632.581,23.01,6615.663,36.964,19.837,3.095,3.2,106.589,258.567,2.26,12194.879,0.0,0.0,0.0,0.0,3.631,36.566,7.399,0.11,0.0,15.897,1.015,12.585,0.0,846.557,0.177,0.0,2.538,7122.042,291.501,-13.378,-15.306,96.416,4230.893,36.98,11031.041,59.406,33.076,31.222,2.286,9.723,308.908,2.7,1112.399,4.337,3.335,4.249,0.015,0.397,6.865,0.06,45.4,0.096,0.136,Europe,137.261,0.47087660076637816,0.33075701284043624,0.1983663863931856,0.0062332547744261,0.2644244788182545,0.0333549456091059,0.0013619164256726,1.1030984485847502e-05,1.5704073613424266e-05
Syria,2022,SYR,22125242.0,40418973696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.236,-0.073,1386.702,30.681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.752,-0.402,2398.954,53.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taiwan,2022,TWN,23893396.0,40418973696.0,4.332,0.0,0.02,0.0,82.031,1.96,0.688,0.0,561.0,-5.681,-26.458,18384.822,439.276,5112.71,122.16,0.0,0.0,0.0,0.0,42.851,33.062,285.08,285.08,21.457,-3.974,-54.991,5.560653663464163e-05,0.0,-4.808,-61.143,10014.482,239.28,50666.402,1210.592,83.934,91.116,2.843,7.759,280.664,4713.854,112.63,11746.49,0.0,0.0,0.0,0.0,39.508,21.124,159.93,68.244,6.139,15.217,244.838,5.85,636.854,2.052,1.145,5.418,6.153,118.037,1916.848,45.8,4940.146,16.066,8.884,0.0,0.0,-14.514,-10.345,59.43,994.417,23.76,2487.287,8.335,4.473,-7.962,-42.445,490.653,187.918,4.49,20535.088,0.0,0.0,0.0,0.0,1.575,36.929,6.321,1.97,0.01,-1.074,-0.08,82.45,0.419,264.554,0.691,0.004,0.476,11931.33,1328.629,40.8,16.497,58.607,922.431,22.04,2452.86,7.731,4.411,33.965,6.98,27.832,447.404,10.69,1164.842,3.75,2.095,60.413,3.458,9.237,147.74,3.53,386.589,1.238,0.695,Asia,1210.593,0.9111595486776219,0.04411088422727488,0.0447303197506602,0.0,0.0114531596103953,0.0209479094615577,0.0069522793797215,2.4528534997703966e-06,5.066642682354573e-05
Thailand,2022,THA,71697024.0,40418973696.0,-10.166,-2.368,291.832,20.923,200.427,14.37,7.528,1.488,502.305,-9.074,-19.715,2755.472,197.559,528.474,37.89,-4.08,-1.672,548.1,39.297,19.85,14.047,221.59,190.88,13.572,1.119,15.567,1.9616783536231573e-05,0.0,0.989,12.769,2256.161,161.76,18179.367,1303.406,84.744,92.673,-5.734,-26.957,443.181,1702.86,122.09,6181.297,-18.66,-58.829,3576.588,256.431,63.962,31.51,95.88,45.349,5.324,17.204,93.867,6.73,239.954,3.526,1.223,-0.751,2.798,103.058,406.154,29.12,1437.411,15.256,7.327,30.71,13.859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.854,59.441,662.667,24.827,1.78,9242.598,-17.582,-28.781,1881.764,134.917,0.933,47.116,43.292,14.37,0.0,1.168,0.5,200.427,0.0,603.825,7.528,0.0,3.078,2662.314,1406.465,-0.751,2.798,103.058,406.154,29.12,1437.411,15.256,7.327,-2.197,-0.333,12.721,70.017,5.02,177.43,2.63,0.904,-3.165,-0.325,8.917,41.843,3.0,124.37,1.572,0.634,Asia,1303.407,0.9267255139658648,0.07327448603413524,0.0,0.0148763033562868,0.012232085405609,0.0090446616161795,0.0063400084609286,1.4374097312602543e-06,1.817937380497132e-05
Trinidad and Tobago,2022,TTO,1531043.0,40418973696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.165,6.19,-3.066,-5.195,0.0001072687050592,0.0,-3.066,-5.195,0.0,0.0,107259.25,164.219,0.0,99.991,-3.451,-5.384,150.647,0.0,0.0,98395.008,5.084,12.569,169687.484,259.799,0.0,91.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,3.636,0.006,9.479,0.055,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.416,0.189,13.572,0.0,0.0,8864.241,-2.97,-1.205,25723.102,39.383,0.0,8.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6639.407,164.233,0.0,0.0,0.015,3.636,0.006,9.479,0.055,0.009,0.0,0.0,0.014,3.618,0.006,9.433,0.054,0.009,0.0,0.0,0.0,0.018,0.0,0.046,0.0,0.0,North America,164.219,0.9999147552562517,9.133365401594076e-05,0.0,0.0,0.0,8.524474374821139e-05,0.0,9.797242794617788e-09,0.0001072595609659
Tunisia,2022,TUN,12356116.0,40418973696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,20.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569.263,19.39,0.0,0.0,95.611,0.0,0.0,0.0,0.0,1569.263,19.39,0.0,0.0,0.0,0.0,0.0,95.611,0.0,9.52,0.0,0.0,0.0,4.856,0.06,0.0,0.296,0.0,0.0,0.0,0.0,72.029,0.89,0.0,4.389,0.0,-0.58,-2.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.154,-3.244,1733.389,21.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1641.292,0.0,0.0,0.0,0.0,72.029,0.89,0.0,4.389,0.0,0.0,0.0,0.0,33.182,0.41,0.0,2.022,0.0,0.0,0.0,0.0,33.991,0.42,0.0,2.071,0.0,Africa,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey,2022,TUR,85341248.0,40418973696.0,22.393,0.279,17.847,1.523,92.57,7.9,2.423,0.078,413.628,0.523,2.522,5681.234,484.844,1301.598,111.08,10.935,22.808,2711.292,231.385,34.064,24.891,328.79,326.09,16.741,0.698,13.505,2.282414477932172e-05,0.0,-2.184,-35.303,2217.216,189.22,18522.918,1580.769,58.027,81.155,-10.624,-60.886,512.218,887.027,75.7,6001.997,0.0,0.0,0.0,0.0,23.214,26.297,134.88,20.15,28.846,175.189,786.138,67.09,2052.802,20.574,8.994,15.643,48.808,367.072,1603.797,136.87,4301.231,41.973,18.845,2.7,0.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.113,23.061,583.707,28.591,2.44,6839.688,0.0,0.0,0.0,0.0,0.748,29.967,57.256,18.8,10.9,9.29,5.322,220.292,127.723,670.902,5.765,3.343,2.939,3821.013,1947.841,15.643,48.808,367.072,1603.797,136.87,4301.231,41.973,18.845,14.134,5.005,41.489,185.608,15.84,486.152,4.858,2.13,11.782,9.356,91.616,411.759,35.14,1073.527,10.776,4.703,Asia,1580.7689999999998,0.8115492999685292,0.18845070003147074,0.0,0.000781891335073,0.0899400926461656,0.0212999931719272,0.0470346398910383,4.301226061282816e-06,1.85229187180389e-05
Turkmenistan,2022,TKM,6430777.0,40418973696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.524,6.869,2.12,9.526,7.136727023810653e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.117,7.782,375.364,0.0,0.0,58369.984,-1.281,-10.154,121708.758,782.682,0.0,0.0,0.0,0.0,0.0,0.015,0.899,0.006,2.344,0.018,0.0,0.0,0.0,0.033,1.981,0.013,5.166,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.132,1.744,83.55,0.0,0.0,12992.195,0.349,0.469,21008.982,135.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4902.051,458.947,0.0,0.0,0.033,1.981,0.013,5.166,0.04,0.0,0.0,0.0,0.018,1.082,0.007,2.822,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,458.914,0.9999280962725543,7.190372744565277e-05,0.0,0.0,3.268351247529671e-05,3.922021497035605e-05,0.0,5.1315727477410594e-09,7.136213866535879e-05
Ukraine,2022,UKR,39701744.0,40418973696.0,-11.166,-0.07,13.93,0.553,19.143,0.76,0.679,0.085,206.539,-45.609,-120.811,3628.821,144.071,558.666,22.18,-33.655,-50.902,2527.421,100.343,19.814,22.25,111.36,111.94,17.288,-30.688,-286.681,1.6309132414938747e-05,0.0,-32.775,-216.508,716.845,28.46,11185.414,444.08,25.424,68.584,-29.289,-79.833,192.733,115.864,4.6,4854.53,-6.566,-12.303,4410.034,175.086,4.109,29.766,23.12,6.5,1.666,28.927,265.48,10.54,728.606,9.416,4.467,-25.396,-70.173,203.42,2102.678,83.48,5123.711,74.576,31.416,-0.58,-0.521,-28.0,-61.177,155.281,1636.956,64.99,3911.198,58.058,23.982,-12.883,-15.864,107.277,42.316,1.68,2702.062,0.0,0.0,0.0,0.0,1.501,16.568,1.59,0.76,0.0,-36.0,-0.894,19.143,0.0,40.048,0.679,0.0,0.246,2819.523,647.501,-15.217,-8.997,48.139,465.723,18.49,1212.513,16.518,7.435,-19.649,-3.301,13.253,150.371,5.97,333.805,5.333,2.047,-62.5,-6.398,3.816,30.729,1.22,96.124,1.09,0.589,Europe,444.081,0.685838323029617,0.07434583112612954,0.2398158458442535,0.0008540527350536,0.0446748344790201,0.0204679220572632,0.0058934271916182,1.2125160043347214e-06,1.118542802552956e-05
United Arab Emirates,2022,ARE,9441138.0,40418973696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.757,1.033,3022.828,28.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.741,11.031,7.118,93.214,0.0001485765804927,0.0,5.337,67.606,13523.025,127.673,141325.734,1334.276,82.508,0.0,-1.293,-9.147,698.482,13522.731,127.67,73982.82,-0.599,-3.493,61429.32,579.963,82.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2867.006,27.068,0.0,17.492,0.0,0.0,0.0,90.598,23.812,50.298,2129.471,20.105,5327.503,12.992,0.0,14.246,75.72,607.255,0.293,0.003,64320.086,10.817,205.616,223107.188,2106.386,0.002,0.0,0.023,0.007,0.0,1740.0,0.022,0.774,0.0,2.472,0.005,0.0,0.0,16390.031,1402.732,0.0,0.0,0.0,737.534,6.963,0.0,4.5,0.0,11.251,1.774,18.135,736.755,6.956,1920.819,4.495,0.0,0.0,0.0,0.0,0.005,0.0,0.012,0.0,0.0,Asia,1334.2759999999998,0.9511980905832332,0.0,0.0358571701508199,0.0,0.0,0.0129283426912624,0.0,0.0,0.00014132575967
United Kingdom,2022,GBR,67508936.0,40418973696.0,28.762,4.603,305.221,20.605,519.339,35.06,10.791,1.014,257.379,-10.766,-7.084,869.846,58.722,77.471,5.23,-38.23,-3.109,74.421,5.024,1.61,2.89,319.56,324.89,15.99,1.625,32.499,3.0097882152964165e-05,0.0,-0.386,-5.892,2104.462,142.07,22509.117,1519.567,43.729,74.786,-7.512,-58.465,719.801,1889.38,127.55,10662.307,16.379,53.7,5651.892,381.553,39.259,35.425,83.62,-3.279,-0.522,13.859,84.581,5.71,205.288,1.758,0.682,10.372,38.391,512.31,2708.086,182.82,7588.769,56.271,25.214,-5.33,-1.668,3.963,4.131,119.393,713.387,48.16,1768.558,14.823,5.876,8.755,59.657,741.043,137.611,9.29,10976.965,-11.312,-53.76,6243.394,421.485,2.859,36.471,113.166,35.451,0.0,-11.111,-14.145,525.129,0.0,1676.318,10.912,0.0,5.57,4812.548,2031.876,12.501,34.26,392.916,1994.699,134.66,5820.21,41.448,19.338,14.686,4.532,36.293,206.047,13.91,537.598,4.281,1.786,23.971,39.793,208.993,1184.732,79.98,3095.785,24.618,10.286,Europe,1519.566,0.7478635507284893,0.1933759737306804,0.0587599833848128,0.010140874738419,0.006820790245074,0.0178618183393081,0.1028571625433835,5.820207268560713e-06,2.250910901632341e-05
United States,2022,USA,338289856.0,40418973696.0,4.335,18.026,1282.526,433.866,158.03,53.46,1.244,1.629,367.259,-6.663,-195.673,8103.174,2741.221,2450.531,828.99,3.854,124.433,9911.74,3353.041,19.293,10.289,4338.09,4296.88,16.128,2.685,696.746,7.875427101189816e-05,0.0,2.064,436.695,7560.528,2557.65,63835.859,21595.023,59.523,81.057,5.433,454.089,8812.123,4994.12,1689.46,26049.031,3.644,344.088,28926.398,9785.507,39.318,33.076,1578.07,3.851,22.622,674.078,756.659,255.97,1992.603,5.957,2.53,5.533,260.05,5046.749,5141.242,1739.23,14918.417,40.477,18.943,41.21,0.95,-1.04,-28.865,2031.819,2280.707,771.54,6006.149,17.956,7.626,1.807,178.28,10041.679,115.877,39.2,29683.652,6.187,514.6,26109.33,8832.521,0.912,37.691,224.406,72.62,19.16,0.333,-0.114,214.668,56.638,663.354,1.69,0.446,0.842,12701.77,26641.771,9.724,288.916,3014.93,2860.535,967.69,8912.268,22.521,11.317,24.138,102.932,537.517,603.89,204.29,1588.926,4.754,2.018,14.97,145.448,1145.063,1285.318,434.81,3384.858,10.119,4.298,North America,21595.023,0.8105701006138069,0.11316552491949577,0.0762644120017396,0.0162851786392128,0.0253015462072697,0.0201757233030792,0.0429799880796212,8.912268418713683e-06,6.38358573778813e-05
Uruguay,2022,URY,3422796.0,40418973696.0,0.0,0.0,0.0,0.0,449.925,1.54,10.462,0.0,114.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.09,14.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.044,2.29,0.0,0.0,15.557,0.0,0.0,0.0,0.0,639.828,2.19,0.0,0.0,0.0,0.0,0.0,14.878,0.0,1.69,0.0,0.0,0.0,1639.011,5.61,0.0,38.111,0.0,0.0,0.0,0.0,3631.534,12.43,0.0,84.443,0.0,0.37,2.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.216,0.1,0.0,0.0,0.0,0.0,0.0,0.679,0.0,0.0,1.54,0.0,0.0,0.0,449.925,0.0,0.0,10.462,0.0,0.0,4300.578,0.0,0.0,0.0,0.0,3631.534,12.43,0.0,84.443,0.0,0.0,0.0,0.0,140.236,0.48,0.0,3.261,0.0,0.0,0.0,0.0,1402.362,4.8,0.0,32.609,0.0,South America,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uzbekistan,2022,UZB,34627648.0,40418973696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,2.868,828.209,28.679,0.0,0.0,5.932,0.99,510.432,17.675,0.0,4.892,0.0,70.995,12.11,3.916,22.093,1.6929824399277712e-05,0.0,3.812,21.0,0.0,0.0,16515.852,571.905,0.0,97.555,3.851,17.919,483.177,0.0,0.0,13953.514,-3.973,-20.23,14120.479,488.959,0.0,82.42,0.0,6.045,0.742,13.852,153.432,5.313,400.019,7.484,2.363,8.652,1.093,14.335,158.781,5.498,413.964,7.744,2.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.214,60.049,0.0,0.0,1734.129,-0.802,-0.267,955.619,33.091,0.0,10.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.252,586.24,8.652,1.093,14.335,158.781,5.498,413.964,7.744,2.445,275.392,0.351,0.48,5.314,0.184,13.855,0.259,0.082,0.0,0.0,0.003,0.035,0.001,0.09,0.002,0.001,Asia,571.905,0.9755475573144105,0.02445244268558952,0.0,0.0,0.0236285480349345,0.0008187772925764,5.11735807860262e-06,4.139755608004333e-07,1.6515848838477277e-05
Venezuela,2022,VEN,28301700.0,40418973696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.04,-0.057,14.699,0.416,0.0,0.0,-12.04,-0.172,44.463,1.258,0.0,0.068,0.0,82.824,13.497,5.197,30.316,2.1683149775455183e-05,0.0,8.413,34.136,0.0,0.0,15543.645,439.912,0.0,71.685,3.986,11.185,291.776,0.0,0.0,10309.493,3.986,11.185,10309.493,291.776,0.0,47.546,0.0,-1.794,-3.82,173.709,2354.22,66.628,6137.769,80.446,28.307,-1.793,-3.82,173.758,2354.88,66.647,6139.501,80.468,28.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.449,23.008,147.719,0.0,0.0,5219.452,8.572,34.254,15330.145,433.869,0.0,24.071,0.002,0.001,0.0,0.0,0.0,0.022,0.0,0.07,0.001,0.0,0.0,2926.47,613.67,-1.793,-3.82,173.758,2354.88,66.647,6139.501,80.468,28.315,0.0,0.0,0.001,0.013,0.0,0.034,0.0,0.0,0.0,0.0,0.046,0.625,0.018,1.629,0.021,0.008,South America,439.911,0.7168527058516793,0.2831456646080141,0.0,0.0,0.2830658171329868,1.629540306679486e-06,7.495885410725635e-05,6.1394898539663695e-06,1.554362458792228e-05
Vietnam,2022,VNM,98186856.0,40418973696.0,0.0,0.0,0.0,0.0,1.63,0.16,0.061,0.0,376.828,-4.978,-29.824,5797.624,569.25,1013.578,99.52,3.156,9.929,3305.427,324.549,37.793,44.655,264.85,263.33,20.657,5.679,68.506,1.2983020863810936e-05,0.0,0.038,0.354,1299.359,127.58,9509.55,933.713,48.449,73.246,8.311,5.983,77.972,283.643,27.85,794.118,8.311,5.983,794.118,77.972,10.576,6.117,99.23,26.381,51.497,250.172,1025.086,100.65,2547.919,38.222,19.625,25.395,68.152,341.049,1382.568,135.75,3473.466,51.551,26.754,1.52,0.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.224,24.195,286.49,2.139,0.21,2917.808,-1.242,-1.367,1106.618,108.655,0.08,22.474,1.152,0.361,0.0,128.375,0.648,3.676,0.0,11.734,0.137,0.0,0.09,2681.927,1274.762,25.395,68.152,341.049,1382.568,135.75,3473.466,51.551,26.754,2.29,1.293,68.75,267.755,26.29,700.199,9.984,5.393,236.26,14.714,20.974,88.097,8.65,213.615,3.285,1.645,Asia,933.712,0.7324598630960132,0.2675393524438287,0.0,0.0,0.1962499666604432,0.0539316358661459,0.0164532673550043,3.4734689946686955e-06,9.509541684479642e-06
Yemen,2022,YEM,33696612.0,40418973696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.665,1.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.733,-1.113,1175.33,39.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zimbabwe,2022,ZWE,16320539.0,40418973696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.665,5.263,1810.825,29.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Africa,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
