country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy,continent,fossil_consumption,fossil_share,renewable_share,nuclear_share,biofuel_share,hydro_share,solar_share,wind_share,renewables_per_capita,fossil_per_capita
Iceland,2022,ISL,372903.0,40418973696.0,9.083,0.019,627.561,0.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.108,32.51,6.434,3.739,0.0001658715537284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.693,0.837,36.958,38014.523,14.176,99108.984,70.496,0.0,2.589,1.109,52.028,53916.359,20.106,139521.328,99.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.542,2.63,9.826,0.0,0.0,26349.566,0.0,0.0,0.0,0.0,0.0,0.0,14.821,5.924,0.0,2.112,0.253,15886.462,0.0,39744.688,29.461,0.0,0.0,53924.141,61.854,2.589,1.109,52.028,53916.359,20.106,139521.328,99.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.816,-0.001,0.015,15.374,0.006,40.082,0.029,0.0,Europe,9.826,0.15885795583147413,0.8411420441685259,0.0,0.0037831021437578,0.5975037992692469,0.0,0.0002425065476767,0.0001395215377725,2.6350015955892017e-05
India,2022,IND,1417173120.0,40418973696.0,14.897,4.693,25.542,36.198,25.755,36.5,1.986,0.358,632.406,4.133,221.5,3938.424,5581.429,961.844,1363.1,12.248,455.259,2944.155,4172.377,74.164,55.134,1835.63,1837.95,18.155,5.618,538.468,7.143406022264944e-06,0.0,4.743,405.456,998.699,1415.33,6318.812,8954.851,77.006,88.457,-6.286,-39.025,581.839,35.176,49.85,410.563,4.426,12.631,210.291,298.019,2.712,5.747,1162.33,9.101,36.513,456.052,123.21,174.61,321.804,9.5,4.505,13.291,133.01,1168.592,298.213,422.62,824.593,22.994,11.543,-2.32,-0.126,5.184,5.294,115.57,32.664,46.29,81.549,2.519,1.142,8.681,222.982,2791.583,1.679,2.38,1969.825,-2.758,-10.892,271.002,384.057,0.129,27.575,130.065,40.745,0.0,10.838,12.719,28.751,0.0,91.778,2.217,0.0,1.285,1296.913,10123.443,14.266,127.717,1053.022,265.55,376.33,743.044,20.476,10.402,39.312,69.356,248.09,67.155,95.17,175.06,5.178,2.451,2.865,4.437,182.617,49.429,70.05,128.86,3.811,1.804,Asia,8954.851,0.8845657549511565,0.10401816852231005,0.0114160765265335,0.0035756609683089,0.045049100390055,0.0245064846021259,0.0180390209141297,7.430440114472393e-07,6.318812341007428e-06
Indonesia,2022,IDN,275501344.0,40418973696.0,12.307,10.59,350.763,96.636,74.918,20.64,6.188,3.559,618.996,59.39,453.281,4415.625,1216.511,745.223,205.31,10.038,353.562,14068.312,3875.839,61.555,44.808,334.51,333.54,12.285,25.986,559.973,9.854456463196056e-06,0.0,27.31,522.961,973.171,268.11,8848.812,2437.859,80.383,89.795,-0.177,-0.657,370.15,205.843,56.71,1343.551,-2.651,-15.719,2095.092,577.201,17.002,13.634,206.46,10.519,6.538,71.162,99.092,27.3,258.299,8.185,2.621,13.805,37.012,277.056,237.494,65.43,1005.643,19.617,10.205,0.97,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.008,70.337,851.199,22.105,6.09,3089.636,-6.995,-27.474,1325.955,365.302,1.826,31.353,107.549,37.33,16.69,20.805,19.822,135.498,60.58,390.375,11.192,5.004,3.961,1210.666,2714.916,13.805,37.012,277.056,237.494,65.43,1005.643,19.617,10.205,55.607,0.277,0.781,1.597,0.44,2.836,0.132,0.029,-18.535,-0.215,0.928,1.307,0.36,3.369,0.108,0.034,Asia,2437.86,0.8979504338255769,0.10204956617442307,0.0,0.0355944714311603,0.0262114923629313,0.0002876700420933,0.0003418153637165,1.005643006953897e-06,8.848813456242159e-06
Iran,2022,IRN,88550568.0,40418973696.0,0.0,0.0,0.0,0.0,0.113,0.01,0.003,0.0,493.595,8.0,1.566,238.722,21.139,7.453,0.66,0.0,0.0,0.0,0.0,0.178,0.626,369.94,370.81,10.981,0.469,15.771,3.8133092494674906e-05,0.0,0.821,27.154,3939.67,348.86,37669.102,3335.62,94.081,98.783,-3.193,-75.513,2289.14,3319.459,293.94,25851.219,1.071,27.485,29293.842,2593.986,79.27,67.792,183.03,-49.916,-19.509,19.433,187.464,16.6,219.453,4.477,0.575,-20.654,-11.382,41.086,247.881,21.95,463.985,5.919,1.217,-0.87,-0.235,85.664,7.547,16.427,39.977,3.54,185.511,0.955,0.486,10.939,101.101,1025.341,612.757,54.26,11579.161,4.59,90.111,23186.455,2053.174,14.633,30.365,0.071,0.022,0.0,0.0,0.0,0.252,0.0,0.803,0.006,0.0,0.002,4187.551,3376.707,-43.233,-18.929,24.659,207.904,18.41,278.474,4.965,0.73,18.321,0.289,1.905,7.566,0.67,21.516,0.181,0.056,10.251,0.291,3.25,12.761,1.13,36.702,0.305,0.096,Asia,3335.62,0.987832228262624,0.00730267683870706,0.004864798752157,0.0,0.0057550151671436,0.0005641591053058,0.0009624761639076,2.784736513491365e-07,3.766909772955945e-05
Iraq,2022,IRQ,44496124.0,40418973696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.237,18.307,10.876,62.818,1.4392062553583318e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.994,20.205,188.671,0.0,0.0,4240.163,3.534,3.218,2119.016,94.288,0.0,0.0,0.0,-1.584,-0.17,8.585,74.007,3.293,192.945,2.809,0.0,-0.196,-0.055,9.686,83.496,3.715,217.686,3.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.684,42.668,442.034,0.0,0.0,9934.205,10.198,238.191,57844.074,2573.837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2634.76,640.391,-0.196,-0.055,9.686,83.496,3.715,217.686,3.169,0.0,12.137,0.116,1.101,9.49,0.422,24.74,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,630.7049999999999,0.9848748655118513,0.015125134488148647,0.0,0.0,0.0134058723498612,0.0017192621382873,0.0,2.1768188168479575e-07,1.417438067189852e-05
Ireland,2022,IRL,5023108.0,40418973696.0,50.039,1.033,616.598,3.097,197.089,0.99,2.946,1.633,346.326,-13.961,-1.916,2350.33,11.806,491.727,2.47,0.0,0.0,0.0,0.0,7.349,6.224,33.83,33.61,17.719,5.686,10.205,3.776148153692893e-05,0.0,3.445,5.045,4107.019,20.63,30159.404,151.494,61.381,79.868,2.032,1.036,52.0,3290.792,16.53,10352.098,0.0,0.0,0.0,0.0,49.182,27.414,11.64,-5.703,-0.119,1.842,139.356,0.7,366.747,2.083,0.971,19.345,5.16,38.186,2584.057,12.98,7601.997,38.619,20.132,0.22,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.246,5.925,87.688,324.5,1.63,17456.975,0.0,0.0,0.0,0.0,4.85,46.23,3.302,0.99,0.0,3.926,0.125,197.089,0.0,657.328,2.946,0.0,1.741,6691.077,189.68,19.345,5.16,38.186,2584.057,12.98,7601.997,38.619,20.132,45.782,0.11,0.353,17.917,0.09,70.353,0.268,0.186,16.102,4.011,29.591,2229.695,11.2,5890.969,33.323,15.601,Europe,151.494,0.7986819907212146,0.20131800927878532,0.0,0.0163274989455925,0.0097110923660902,0.0018610291016448,0.1560048502741459,7.602066290432139e-06,3.015941524649679e-05
Israel,2022,ISR,9038313.0,40418973696.0,17.445,0.094,69.913,0.632,0.0,0.0,0.0,0.208,0.0,-1.214,-0.534,4805.841,43.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285,0.0,76.477,25.151,4.84,14.038,3.3643003954388394e-05,0.0,3.438,9.452,0.0,0.0,31467.791,284.416,0.0,93.534,-3.195,-3.726,112.869,0.0,0.0,12487.85,0.0,0.0,0.0,0.0,0.0,37.119,0.0,-1.331,-0.001,0.061,2.598,0.023,6.773,0.031,0.02,30.271,4.586,19.66,804.54,7.272,2175.225,9.508,6.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.986,13.712,128.11,0.0,0.0,14174.101,0.0,0.0,0.0,0.0,0.0,42.131,0.383,0.12,0.0,0.0,0.0,13.277,0.0,42.382,0.157,0.0,0.126,8461.397,304.076,30.271,4.586,19.66,804.54,7.272,2175.225,9.508,6.466,32.575,4.493,18.494,784.848,7.094,2046.204,9.276,6.082,0.0,0.0,0.09,3.817,0.035,9.953,0.045,0.03,Asia,284.41600000000005,0.9353451110906486,0.0646548889093516,0.0,0.0020784277614806,0.0002006077428011,0.0608203212354806,0.0002959786369197,2.1751846832478583e-06,3.146781927114054e-05
Italy,2022,ITA,59037472.0,40418973696.0,-11.609,-1.605,206.942,12.217,311.328,18.38,6.591,0.716,371.692,30.055,19.591,1435.913,84.773,358.925,21.19,0.0,0.0,0.0,0.0,7.599,4.967,321.85,278.86,16.338,-3.068,-54.019,2.8910197916333542e-05,0.0,-1.215,-17.507,3002.33,177.25,24111.465,1423.48,63.562,83.401,-9.816,-71.044,652.692,2394.073,141.34,11055.562,-0.818,-0.26,534.932,31.581,50.685,38.241,103.65,-37.958,-45.35,73.416,507.136,29.94,1243.551,10.737,4.301,-11.789,-36.512,283.305,1721.11,101.61,4798.736,36.438,16.599,42.99,13.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.206,33.946,686.015,249.333,14.72,11619.991,-7.877,-4.434,878.403,51.859,5.279,40.193,72.053,24.03,5.65,7.181,5.104,407.03,95.702,1220.469,8.617,2.026,4.222,4723.44,1706.785,-11.789,-36.512,283.305,1721.11,101.61,4798.736,36.438,16.599,9.909,6.23,71.749,469.702,27.73,1215.307,9.944,4.204,-1.266,-0.89,53.87,337.243,19.91,912.466,7.14,3.156,Europe,1423.48,0.8340124854624337,0.16598751453756624,0.0,0.0071579021376447,0.0430142050697656,0.0420375149769889,0.0315622647257856,4.798731896921332e-06,2.411146601941221e-05
Japan,2022,JPN,123951696.0,40418973696.0,8.998,0.475,46.457,5.758,353.848,43.86,4.537,0.116,482.87,-0.288,-3.943,11016.588,1365.525,2567.936,318.3,3.325,0.151,37.906,4.699,32.926,27.552,966.72,966.72,19.505,-0.556,-27.691,3.9984914768733786e-05,0.0,-0.804,-34.083,5538.286,686.48,33936.066,4206.433,71.011,84.872,-3.005,-31.14,1004.983,2665.151,330.35,8107.861,0.0,0.0,0.0,0.0,34.172,20.277,466.8,-5.908,-13.017,195.23,594.748,73.72,1575.05,7.626,3.939,0.696,6.392,749.764,2260.881,280.24,6048.843,28.989,15.128,0.0,0.0,-15.433,-24.199,129.528,417.824,51.79,1044.988,5.357,2.613,0.054,1.0,1835.925,305.2,37.83,14811.619,0.0,0.0,0.0,0.0,3.913,37.043,130.974,46.89,3.03,16.006,18.237,378.293,24.445,1056.654,4.85,0.313,2.643,7799.167,4956.198,5.158,30.591,620.236,1843.057,228.45,5003.856,23.631,12.514,10.816,25.174,266.965,796.197,98.69,2153.785,10.209,5.386,-0.93,-0.279,21.309,73.819,9.15,171.91,0.946,0.43,Asia,4206.433,0.8487217419481626,0.12514350718030232,0.0261345491039704,0.0011617776368095,0.0393910816315248,0.0538648778761461,0.0042994650334792,5.003852468464812e-06,3.393606651416855e-05
Kazakhstan,2022,KAZ,19397998.0,40418973696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.574,2.226,8.68,20552.039,398.668,3491.597,67.73,1.518,7.507,25885.283,502.123,60.055,45.976,112.22,112.78,13.006,6.429,52.383,4.4701984194451405e-05,0.0,6.433,50.294,5154.655,99.99,42896.316,832.103,88.659,95.961,0.45,0.972,217.139,1658.418,32.17,11193.862,-2.75,-7.341,13383.524,259.614,28.525,25.041,71.68,-0.022,-0.093,24.003,469.121,9.1,1237.372,8.069,2.768,6.733,2.089,35.026,659.346,12.79,1805.66,11.341,4.039,-0.56,-0.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.138,40.642,216.296,4.64,0.09,11150.415,-2.025,-20.222,50445.234,978.537,0.08,24.944,0.007,0.002,0.0,-19.573,-0.002,0.106,0.0,0.339,0.002,0.0,0.001,5814.002,867.129,6.733,2.089,35.026,659.346,12.79,1805.66,11.341,4.039,4.058,0.157,4.42,72.688,1.41,227.836,1.25,0.51,44.88,2.027,6.598,117.538,2.28,340.114,2.022,0.761,Asia,832.103,0.9596069327631759,0.04039306723682405,0.0,0.0,0.0276810024805997,0.0050972807967441,0.0076090178047326,1.8056502531859216e-06,4.289633394126548e-05
Kenya,2022,KEN,54027484.0,40418973696.0,0.0,0.0,0.0,0.0,2.961,0.16,1.298,0.0,100.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.47,12.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.321,1.26,0.0,0.0,10.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,61.82,3.34,0.0,27.088,0.0,0.0,0.0,0.0,204.896,11.07,0.0,89.781,0.0,0.14,1.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.321,1.26,0.0,0.0,0.0,0.0,0.0,10.219,0.0,0.0,5.75,5.59,0.0,0.0,106.427,103.466,0.0,46.634,45.337,0.0,228.217,0.0,0.0,0.0,0.0,204.896,11.07,0.0,89.781,0.0,0.0,0.0,0.0,5.553,0.3,0.0,2.433,0.0,0.0,0.0,0.0,31.095,1.68,0.0,13.625,0.0,Africa,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kosovo,2022,Unknown,1659721.0,40418973696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.733,0.0,0.0,0.0,0.0,6091.385,10.11,0.0,0.0,0.0,0.0,93.525,0.0,11.36,10.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6103.436,10.13,0.0,0.0,93.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.31,0.0,0.0,0.0,192.803,0.32,0.0,2.96,0.0,0.0,0.0,0.0,409.707,0.68,0.0,6.29,0.0,0.55,4.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.05,0.02,0.0,0.0,0.0,0.0,0.0,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6513.143,0.0,0.0,0.0,0.0,409.707,0.68,0.0,6.29,0.0,0.0,0.0,0.0,12.05,0.02,0.0,0.185,0.0,0.0,0.0,0.0,204.854,0.34,0.0,3.145,0.0,Europe,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait,2022,KWT,4268886.0,40418973696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.399,0.5,293.47,1.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.957,18.707,6.4,26.674,0.0001038828396916,0.0,6.409,26.676,0.0,0.0,103752.008,442.905,0.0,0.0,10.26,20.273,217.857,0.0,0.0,51033.602,10.421,12.601,31276.859,133.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.147,0.214,0.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,5.904,223.796,0.0,0.0,52424.934,12.161,183.741,396980.625,1694.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19432.926,443.464,0.0,0.0,0.0,50.147,0.214,0.0,0.258,0.0,0.0,-0.002,0.546,49.033,0.209,127.836,0.252,0.0,0.0,0.0,0.012,1.114,0.005,2.903,0.006,0.0,Asia,442.906,0.9987417242436816,0.0,0.0,0.0,0.0,0.0012312160626341,2.705969368426749e-05,0.0,0.0001037521264329
Latvia,2022,LVA,1850654.0,40418973696.0,-25.221,-0.142,227.045,0.42,367.438,0.68,13.439,1.059,181.818,8.554,0.019,128.394,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599,7.37,5.06,12.755,-6.436,-2.729,2.1435665445836987e-05,0.0,-8.279,-2.617,761.893,1.41,15667.594,28.995,27.866,73.091,-30.066,-3.484,8.104,761.893,1.41,4379.127,0.0,0.0,0.0,0.0,27.866,20.429,0.92,1.598,0.087,7.172,1496.768,2.77,3875.6,54.743,18.08,-2.478,-0.112,10.675,1972.276,3.65,5768.018,72.134,26.909,2.31,31.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.283,0.848,20.653,0.0,0.0,11160.071,0.0,0.0,0.0,0.0,0.0,52.063,2.557,0.68,0.0,-7.067,-0.194,367.438,0.0,1381.468,13.439,0.0,6.445,2734.168,39.67,-2.478,-0.112,10.675,1972.276,3.65,5768.018,72.134,26.909,0.0,0.0,0.018,5.403,0.01,9.575,0.198,0.045,37.681,0.138,0.508,102.666,0.19,274.33,3.755,1.28,Europe,28.995,0.7309049659692463,0.26909503403075374,0.0,0.0105873456012099,0.180791530123519,0.0004537433829089,0.0128056465843206,5.768231122619356e-06,1.566743432321763e-05
Libya,2022,LBY,6812344.0,40418973696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,3.488,21758.996,148.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.471,-100.388,87097.531,593.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Africa,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania,2022,LTU,2750058.0,40418973696.0,-10.081,-0.149,481.711,1.325,236.359,0.65,15.588,2.081,194.245,3.486,0.075,812.267,2.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.509,12.74,4.17,6.55,-9.241,-6.483,2.315114808487676e-05,0.0,-9.29,-5.706,381.81,1.05,20259.76,55.716,25.18,87.511,-27.861,-6.208,16.074,221.814,0.61,5844.902,0.0,0.0,0.0,0.0,14.628,25.247,0.81,21.629,0.213,1.217,163.633,0.45,442.436,10.791,1.911,-7.176,-0.777,7.951,1134.521,3.12,2891.293,74.82,12.489,8.57,67.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.154,0.427,37.408,159.997,0.44,13602.591,0.0,0.0,0.0,0.0,10.552,58.756,0.929,0.65,0.0,-57.533,-1.259,236.359,0.0,337.918,15.588,0.0,1.46,1516.332,63.667,-7.176,-0.777,7.951,1134.521,3.12,2891.293,74.82,12.489,8.163,0.039,0.538,156.36,0.43,195.65,10.312,0.845,11.05,0.379,3.942,578.17,1.59,1433.578,38.129,6.192,Europe,55.71600000000001,0.8751158370898583,0.12488416291014182,0.0,0.0208114093643488,0.0191150831671038,0.008450217538128,0.0619159061994439,2.891211748988567e-06,2.0259936335888192e-05
Luxembourg,2022,LUX,647601.0,40418973696.0,-6.18,-0.098,2293.701,1.485,571.339,0.37,32.743,3.802,168.142,5.098,0.025,794.276,0.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,6.64,1.13,2.892,-9.711,-4.202,6.03349902177421e-05,0.0,-10.404,-4.045,247.066,0.16,53787.578,34.833,14.159,89.149,-21.405,-1.667,6.122,138.974,0.09,9453.912,0.0,0.0,0.0,0.0,7.965,15.669,0.19,-35.292,-0.099,0.18,92.65,0.06,278.25,5.31,0.461,-4.324,-0.158,4.24,1497.836,0.97,6546.746,85.841,10.851,5.51,82.982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.851,-2.402,28.196,108.091,0.07,43539.391,0.0,0.0,0.0,0.0,6.195,72.164,1.137,0.37,0.0,-8.357,-0.104,571.339,0.0,1755.519,32.743,0.0,2.91,1744.902,39.073,-4.324,-0.158,4.24,1497.836,0.97,6546.746,85.841,10.851,20.19,0.093,0.565,339.715,0.22,871.864,19.469,1.445,6.483,0.05,0.873,494.131,0.32,1347.412,28.319,2.233,Europe,34.832,0.8914595756660609,0.10851483121336986,0.0,0.0380057840452486,0.0046067617024543,0.0144601131215929,0.0223427942569037,6.547241279738605e-06,5.378620477732431e-05
Malaysia,2022,MYS,33938216.0,40418973696.0,9.648,1.229,411.542,13.967,48.323,1.64,0.909,1.04,543.737,-0.724,-1.901,7677.032,260.545,2223.747,75.47,0.0,0.0,0.0,0.0,41.809,19.393,178.86,180.51,13.436,5.593,71.159,3.958699538007537e-05,0.0,5.605,65.497,4306.06,146.14,36360.508,1234.011,80.96,91.85,-0.134,-0.665,493.819,2024.561,68.71,14550.536,5.663,44.188,24293.451,824.476,38.064,36.756,98.15,5.234,3.921,84.758,905.174,30.72,2497.434,17.018,6.309,6.451,5.662,109.501,1012.723,34.37,3226.491,19.04,8.15,-1.65,-0.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.537,68.063,479.647,57.752,1.96,14132.938,-1.98,-5.996,8747.669,296.88,1.086,35.701,3.682,1.153,0.0,0.0,0.0,33.986,0.0,108.489,0.639,0.0,0.274,5318.783,1343.512,6.451,5.662,109.501,1012.723,34.37,3226.491,19.04,8.15,8.175,0.512,7.094,59.225,2.01,209.026,1.114,0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,1234.011,0.9184964481150895,0.0815035518849106,0.0,0.0103958877925913,0.0630868946462703,0.00528019102174,0.0,3.226480731927689e-06,3.636051464814768e-05
Malta,2022,MLT,533293.0,40418973696.0,0.0,0.0,0.0,0.0,18.751,0.01,0.5,0.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3731.532,1.99,0.0,0.0,99.5,0.0,0.0,0.0,0.0,3637.775,1.94,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.751,0.01,0.0,0.5,0.0,0.64,24.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.757,0.05,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.01,0.0,0.0,0.0,18.751,0.0,0.0,0.5,0.0,0.0,3750.284,0.0,0.0,0.0,0.0,18.751,0.01,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
